BrandID;BrandName;BrandOwnerID;BrandOwner;ParentID;ParentCompany;SubBrandID;SubBrand;Revision Date
BVLJ;Capo;BVLH;Capo Inc;BVLG;Capo Inc;;;28-Feb-08
BVLM;Capri;BVLL;Capri;BVLK;Capri;;;28-Feb-08
BVLQ;Car & Driver;BVLP;Car & Driver;BVLN;Car & Driver;;;28-Feb-08
BVLT;Car Aid;BVLS;Car Aid;BVLR;Car Aid;;;28-Feb-08
BVLX;Car Sound;BVLW;Car Sound;BVLV;Car Sound;;;28-Feb-08
BVMB;Car Tech;BJVZ;Car Tech Auto Books & Manuals;BJVZ;Car Tech Auto Books & Manuals;;;28-Feb-08
BVMF;Car Temp;BVMD;Car Temp;BVMC;Car Temp;;;28-Feb-08
BVMM;Carco;BVML;Carco;BVMK;Carco;;;28-Feb-08
BVMQ;Cardinal Laboratories;BVMP;Cardinal Laboratories;BVMN;Cardinal Laboratories;;;28-Feb-08
BVMT;Cardis;BVMS;Cardis;BVMR;Cardis;;;28-Feb-08
BVMX;Cardwell Manufacturing;BVMW;Cardwell Manufacturing;BVMV;Cardwell Manufacturing;;;28-Feb-08
BVNF;Cargo Chemical;BVND;Cargo Chemical;BVNC;Cargo Chemical;;;28-Feb-08
BVNL;Cargopro;BVNK;Cargopro;BVNJ;Cargopro;;;28-Feb-08
BVNP;Cargotec;BVNN;Cargotec;BVNM;Cargotec;;;28-Feb-08
BVNS;Carmate USA;BVNR;Carmate USA;BVNQ;Carmate USA;;;28-Feb-08
BVNW;Carmeco;BVNV;Carmeco;BVNT;Carmeco;;;28-Feb-08
BVPC;Carorundum;BVPB;Carorundum;BVNX;Carorundum;;;28-Feb-08
BVPG;Carpenter Bus;BVPF;Carpenter Bus;BVPD;Carpenter Bus;;;28-Feb-08
BVPK;CARQUEST Red New;BVPJ;CARQUEST  Red New;BVPH;CARQUEST Red New;;;28-Feb-08
BVPN;Carrand;DNFM;Hopkins Manufacturing;BVPL;Hopkins Manufacturing;;;14-May-14
BVPR;Carraro;BVPQ;Carraro;BVPP;Carraro;;;28-Feb-08
BVPV;Carrier Transicold;BVPT;Carrier Transicold;BVPS;Carrier Transicold;;;28-Feb-08
BVQB;Carro Pacific;BVPX;Carro Pacific;BVPW;Carro Pacific;;;28-Feb-08
BVQF;Carry On Trailer;BVQD;Carry On Trailer;BVQC;Carry On Trailer;;;28-Feb-08
BVQJ;Carsaver Pro;BVQH;Carsaver Pro;BVQG;Carsaver Pro;;;28-Feb-08
BVQM;Carstech;BVQL;Sinochem Ningbo (carstech);BVQK;Sinochem Ningbo (carstech);;;28-Feb-08
BVQQ;Cartech Systems;BVQP;Cartech Systems;BVQN;Cartech Systems;;;28-Feb-08
BVQT;Cartel;BVQS;Cartel;BVQR;Cartel;;;28-Feb-08
BVQX;Carter Bros;BVQW;Carter Bros;BVQV;Carter Bros;;;28-Feb-08
BVRD;Carter Carburetor Division;BVRC;Carter Carburetor Division;BVRB;Carter Carburetor Division;;;28-Feb-08
BVRH;Carter Thermostats;BVRG;Carter Thermostats;BVRF;Carter Thermostats;;;28-Feb-08
BVRL;Cary Iron Works;BVRK;Cary Iron Works;BVRJ;Cary Iron Works;;;28-Feb-08
BVRP;Cascade Imports;BVRN;Cascade Imports;BVRM;Cascade Imports;;;28-Feb-08
BVRS;Cascade Trailer;BVRR;Cascade Trailer;BVRQ;Cascade Trailer;;;28-Feb-08
BVRW;Casco Products;BVRV;Casco Products;BVRT;Casco Products;;;28-Feb-08
BVSC;Case;BVSB;Case Tractor;BVRX;Case Tractor;;;8-Dic-17
BVSG;Case/NewHolland;BVSF;Case/NewHolland;BVSD;Case/NewHolland;;;28-Feb-08
BVSK;Casite Chem;BVSJ;Casite Chem;BVSH;Casite Chem;;;28-Feb-08
BVSN;Casler;BVSM;Casler;BVSL;Casler;;;28-Feb-08
BVSR;Casting Numbers;BVSQ;Casting Numbers;BVSP;Casting Numbers;;;28-Feb-08
BVTH;Cateran Inc;BVTG;Cateran Inc;BVTF;Cateran Inc;FKLQ;Cateran Catalytic Converters;28-Feb-08
BVTL;Caterpillar;BVTK;Caterpillar;BVTJ;Caterpillar;;;4-Dic-17
BVTP;Catlow;BVTN;Catlow;BVTM;Catlow;;;28-Feb-08
BVTS;Cats Eyes;BVTR;Cats Eyes;BVTQ;Cats Eyes;;;28-Feb-08
BVTW;Caudle Manufacturing;BVTV;Caudle Manufacturing;BVTT;Caudle Manufacturing;;;28-Feb-08
BVVG;Cavel;BVVF;Cavel;BVVD;Cavel;;;28-Feb-08
BVVK;Cavelier;BVVJ;Cavelier;BVVH;Cavelier;;;28-Feb-08
BVVN;CBC Products;BVVM;CBC Products;BVVL;CBC Products;;;28-Feb-08
BVVR;CC Designs;BVVQ;CC Designs;BVVP;CC Designs;;;28-Feb-08
BVVV;CCIL Canada;BVVT;CCIL Canada;BVVS;CCIL Canada;;;28-Feb-08
BVWC;CEC Industries;BVWB;CEC Industries;BVVX;CEC Industries;;;28-Feb-08
BVWG;CEC Light Bulbs;BVWF;CEC Light Bulbs;BVWD;CEC Light Bulbs;;;28-Feb-08
BVWK;Cedar Rapids;BVWJ;Cedar Rapids;BVWH;Cedar Rapids;;;28-Feb-08
BVWN;CEF;BVWM;CEF;BVWL;CEF;;;28-Feb-08
BVWR;Cell Boost;BVWQ;Cellboost;BVWP;Cellboost;;;28-Feb-08
BVWV;Cencor Plastics;BVWT;Cencor Plastics;BVWS;Cencor Plastics;;;28-Feb-08
BVXB;Cenex;BVWX;Cenex;BVWW;Cenex;;;28-Feb-08
BVXF;Cenkor;BVXD;Cenkor;BVXC;Cenkor;;;28-Feb-08
BVXJ;Centaur Tractor;BVXH;Centaur Tractor;BVXG;Centaur Tractor;;;28-Feb-08
BVXN;Central;BVXM;Central;BVXL;Central;;;28-Feb-08
BVXR;Central Power Products;BVXQ;Central Power Products;BVXP;Central Power Products;;;28-Feb-08
BVXV;Central Quality Inc;BVXT;Central Quality Inc;BVXS;Central Quality Inc;;;28-Feb-08
BWBB;Central States;BVXX;Central States;BVXW;Central States;;;28-Feb-08
BWBF;Central Steel;BWBD;Central Steel;BWBC;Central Steel;;;28-Feb-08
BWBJ;Central Tools;BWBH;Central Tools;BWBG;Central Tools;;;28-Feb-08
BWBM;Central Tractor;BWBL;Central Tractor;BWBK;Central Tractor;;;28-Feb-08
BWBQ;Centre De Culasses Head;BWBP;Centre De Culasses Head;BWBN;Centre De Culasses Head;;;28-Feb-08
BWBT;Centrifuse;BWBS;Centrifuse;BWBR;Centrifuse;;;28-Feb-08
BWBX;Century;HFSJ;TAG - Truck Accessories Group LLC;HFSH;TAG - Truck Accessories Group LLC;;;20-Dic-17
BWCD;Century Drill & Tool;BWCC;Century Drill & Tool;BWCB;Century Drill & Tool;;;28-Feb-08
BWCH;Century Wheels;BWCG;Century Wheels;BWCF;Century Wheels;;;28-Feb-08
BWCL;Century Wrecker;BWCK;Century Wrecker;BWCJ;Century Wrecker;;;28-Feb-08
BWCR;Tekonsha;BWCQ;Horizon Global (Formerly Cequent);BMXP;Horizon Global (Formerly Cequent);;;31-Jul-17
BWCW;Cerlist Diesel;BWCV;Cerlist Diesel;BWCT;Cerlist Diesel;;;28-Feb-08
BWDC;Certified;BWDB;Certified;BWCX;Certified;;;29-Set-15
BWDG;Certified Division;BWDF;Certified Division;BWDD;Certified Division;;;28-Feb-08
BWDK;Certified Parts Corp;BWDJ;Certified Parts Corp;BWDH;Certified Parts Corp;;;28-Feb-08
BWDN;Cessna;BWDM;Cessna;BWDL;Cessna;;;28-Feb-08
BWDR;CEW;BWDQ;CEW;BWDP;CEW;;;28-Feb-08
BWDV;CF Gilco Inc;BWDT;CF Gilco Inc;BWDS;CF Gilco Inc;;;28-Feb-08
BWFB;CFE;BWDX;CFE;BWDW;CFE;;;28-Feb-08
BWFF;CFM Home Products;BWFD;CFM Home Products;BWFC;CFM Home Products;;;28-Feb-08
BWFJ;Chain Belt;BWFH;Chain Belt;BWFG;Chain Belt;;;28-Feb-08
BWFQ;Challenge Cook;BWFP;Challenge Cook;BWFN;Challenge Cook;;;28-Feb-08
BWGB;Challenger Lifts;BWFX;Challenger Lifts;BWFW;Challenger Lifts;;;28-Feb-08
BWGG;CHALLENGER SAPPORO & COLT PRODUCTS;BWGF;CHALLENGER SAPPORO & COLT PRODUCTS;BWGD;CHALLENGER  SAPPORO & COLT PRODUCTS+C1765;;;28-Feb-08
BWGK;Chalmers Suspension;BWGJ;Chalmers Suspension;BWGH;Chalmers Suspension;;;28-Feb-08
BWGN;Chambelain;BWGM;Chambelain;BWGL;Chambelain;;;28-Feb-08
BWGR;Cham-Cal Engineering;BWGQ;Cham-Cal Engineering;BWGP;Cham-Cal Engineering;;;28-Feb-08
BWGV;Champ Cables;BWGT;Champ Cables;BWGS;Champ Cables;;;28-Feb-08
BWHB;Champ Eng;BWGX;Champ Eng;BWGW;Champ Eng;;;28-Feb-08
BWHF;Champ Service;BWHD;Champ Service;BWHC;Champ Service;;;28-Feb-08
BWHJ;Champ Adv;BWHH;Champ Adv;BWHG;Champ Adv;;;28-Feb-08
BWHN;Champion Automotive;BWHM;Champion Automotive;BWHL;Champion Automotive;;;28-Feb-08
BWHR;Champion Batteries;BGMV;Federal-Mogul Motorparts;BGMV;Federal-Mogul Motorparts;;;13-Jul-17
BWJB;Champion Grader;BWHX;Champion Grader;BWHW;Champion Grader;;;28-Feb-08
BWJF;Champion Heavy Duty;BWJD;Champion Heavy Duty;BWJC;Champion Heavy Duty;;;28-Feb-08
BWJK;Champion Motor Graders;BWJJ;Champion Motor Graders;BWJH;Champion Motor Graders;;;28-Feb-08
BWJQ;Champion Power Equipment;BWJP;Champion Power Equipment;BWJN;Champion Power Equipment;;;28-Feb-08
BWKB;Champion Road Mach;BWJX;Champion Road Mach;BWJW;Champion Road Mach;;;28-Feb-08
BWKF;Champion Sprayer;BWKD;Champion Sprayer;BWKC;Champion Sprayer;;;28-Feb-08
BWKL;Champ-Standard;BWKK;Champ-Standard;BWKJ;Champ-Standard;;;28-Feb-08
BWKP;Cham's;BWKN;Cham's;BWKM;Cham's;;;28-Feb-08
BWKS;Chance Coach;BWKR;Chance Coach;BWKQ;Chance Coach;;;4-Dic-17
BWKW;Chance Manufacturing;BWKV;Chance Manufacturing;BWKT;Chance Manufacturing;;;28-Feb-08
BWLC;Chaney Instrument;BWLB;Chaney Instrument;BWKX;Chaney Instrument;;;28-Feb-08
BWLG;Chaparral;BWLF;Chaparral;BWLD;Chaparral;;;28-Feb-08
BWLK;Chapin Manufacturing;BWLJ;Chapin Manufacturing;BWLH;Chapin Manufacturing;;;28-Feb-08
BWLN;Chapman;BWLM;Chapman;BWLL;Chapman;;;28-Feb-08
BWLR;Char-broil;BWLQ;Char-broil;BWLP;Char-broil;;;28-Feb-08
BWLV;Charles Machine;BWLT;Charles Machine;BWLS;Charles Machine;;;28-Feb-08
BWMB;Char-lynn;BWLX;Char-lynn;BWLW;Char-lynn;;;28-Feb-08
BWMF;Chase Products;BWMD;Chase Products;BWMC;Chase Products;;;28-Feb-08
BWMG;Chassis 500;BDQV;Coni-Seal Inc;BDQV;Coni-Seal Inc;;;28-Feb-08
BWMK;Chauvin;BWMJ;Chauvin;BWMH;Chauvin;;;28-Feb-08
BWMN;Checker;BWMM;Checker Motors;BWML;Checker Motors;;;8-Dic-17
BWMR;Checkered Flag;BWMQ;Checkered Flag;BWMP;Checkered Flag;;;28-Feb-08
BWMV;Chefford Master;BWMT;Chefford Master;BWMS;Chefford Master;;;28-Feb-08
BWNB;Cheiftain Automotive;BWMX;Cheiftain Automotive;BWMW;Cheiftain Automotive;;;28-Feb-08
BWNF;Chem Lab Products;BWND;Chem Lab Products;BWNC;Chem Lab Products;;;28-Feb-08
BWNJ;Chemical Dyn;BWNH;Chemical Dyn;BWNG;Chemical Dyn;;;28-Feb-08
BWNM;Chemical Specialties;BWNL;Chemical Specialties;BWNK;Chemical Specialties;;;28-Feb-08
BWNQ;Chemolimpex;BWNP;Chemolimpex;BWNN;Chemolimpex;;;28-Feb-08
BWNT;Chemstrand;BWNS;Chemstrand;BWNR;Chemstrand;;;28-Feb-08
BWNX;Cherokee;BWNW;Cherokee;BWNV;Cherokee;;;28-Feb-08
BWPH;Cherry-Burrell;BWPG;Cherry-Burrell;BWPF;Cherry-Burrell;;;28-Feb-08
BWPL;Chesco;BWPK;Chesco;BWPJ;Chesco;;;28-Feb-08
BWPP;Chevrolet;CLHX;General Motors;CLHW;General Motors;;;1-Dic-17
BWPS;Chevron;BWPR;Chevron;BWPQ;Chevron;;;28-Feb-08
BWPW;Chevy Marine;BWPV;Chevy Marine;BWPT;Chevy Marine;;;28-Feb-08
BWQC;Chic Accessories;BWQB;Chic Accessories;BWPX;Chic Accessories;;;28-Feb-08
BWQG;Chicago Cylinder Heads;BWQF;Chicago Cylinder Heads;BWQD;Chicago Cylinder Heads;;;28-Feb-08
BWQK;Chief;BWQJ;Chief;BWQH;Chief;;;28-Feb-08
BWQN;Chieftain Automotive Products;BWQM;Chieftain Automotive Products;BWQL;Chieftain Automotive Products;;;28-Feb-08
BWQR;Chieftain Horns;BWQQ;Chieftain Horns;BWQP;Chieftain Horns;;;28-Feb-08
BWQV;Chikara;BWQT;Chikara;BWQS;Chikara;;;28-Feb-08
BWRC;Chiller;BWRB;Chiller;BWQX;Chiller;;;28-Feb-08
BWRG;Chissell Manufacturing;BWRF;Chissell Manufacturing;BWRD;Chissell Manufacturing;;;28-Feb-08
BWRK;Chloride;BWRJ;Chloride;BWRH;Chloride;;;28-Feb-08
BWRQ;Chopper Engine;BWRP;Chopper Engine;BWRN;Chopper Engine;;;28-Feb-08
BWRT;Chris Craft;BWRS;Chris Craft;BWRR;Chris Craft;;;28-Feb-08
BWRV;Chrysler;BDQD;Chrysler Corporation;BDQD;Chrysler Corporation;;;4-Dic-17
BWSB;Chrysler Outboard;BWRX;Chrysler Outboard;BWRW;Chrysler Outboard;;;28-Feb-08
BWSF;Churchhill Inc;BWSD;Churchhill Inc;BWSC;Churchhill Inc;;;28-Feb-08
BWSJ;Ciech;BWSH;Ciech;BWSG;Ciech;;;28-Feb-08
BWSM;Cimtek;BWSL;Cimtek;BWSK;Cimtek;;;28-Feb-08
BWSQ;Cincinatti Mil;BWSP;Cincinatti Mil;BWSN;Cincinatti Mil;;;28-Feb-08
BWST;Cincinnati Caliper;BWSS;Cincinnati Caliper;BWSR;Cincinnati Caliper;;;28-Feb-08
BWSX;Cincinnati Caterpillar;BWSW;Cincinnati Caterpillar;BWSV;Cincinnati Caterpillar;;;28-Feb-08
BWTD;Cincinnati Milicron;BWTC;Cincinnati Milicron;BWTB;Cincinnati Milicron;;;28-Feb-08
BWTH;Cintas;BWTG;Cintas;BWTF;Cintas;;;28-Feb-08
BWTL;Circle Automotive;BWTK;Circle Automotive;BWTJ;Circle Automotive;;;28-Feb-08
BWTP;Circle F;BWTN;Circle F;BWTM;Circle F;;;28-Feb-08
BWTS;Cisco Sales;BWTR;Cisco Sales;BWTQ;Cisco Sales;;;28-Feb-08
BWTW;Citgo Petroleum;BWTV;Citgo Petroleum;BWTT;Citgo Petroleum;;;28-Feb-08
BWVC;Cities Service;BWVB;Cities Service;BWTX;Cities Service;;;28-Feb-08
BWVG;Citroen;BWVF;Citroen;BWVD;Citroen;;;4-Dic-17
BWVL;Citrus II;BWVK;Citrus II;BWVJ;Citrus II;;;28-Feb-08
BWVP;City Machine & Wheel;BWVN;City Machine & Wheel;BWVM;City Machine & Wheel;;;28-Feb-08
BWVS;Claas;BWVR;Claas;BWVQ;Claas;;;28-Feb-08
BWVW;Claeys;BWVV;Claeys;BWVT;Claeys;;;28-Feb-08
BWWC;Clardy;BWWB;Clardy;BWVX;Clardy;;;28-Feb-08
BWWG;Clark & Michigan;BWWF;Clark & Michigan;BWWD;Clark & Michigan;;;28-Feb-08
BWWK;Clark Brothers;BWWJ;CLARK BROTHERS;BWWH;Clark Brothers;;;16-Ene-18
BWWN;Clark Equipment;BWWM;Clark Equipment;BWWL;Clark Equipment;;;28-Feb-08
BWWR;Clark Filters;BWWQ;Clark Filters;BWWP;Clark Filters;;;28-Feb-08
BWWV;Clark Lift Truck;BWWT;Clark Lift Truck;BWWS;Clark Lift Truck;;;28-Feb-08
BWXB;Clark Material;BWWX;Clark Material;BWWW;Clark Material;;;28-Feb-08
BWXF;Clark Sand Machine;BWXD;Clark Sand Machine;BWXC;Clark Sand Machine;;;28-Feb-08
BWXJ;Clark Trailer;BWXH;Clark Trailer;BWXG;Clark Trailer;;;28-Feb-08
BWXM;Clarke;BWXL;Clarke;BWXK;Clarke;;;28-Feb-08
BWXQ;Clarke Axle & Equipment;BWXP;Clarke Axle & Equipment;BWXN;Clarke Axle & Equipment;;;28-Feb-08
BWXT;Clarke Cable;BWXS;Clarke Cable;BWXR;Clarke Cable;;;28-Feb-08
BWXX;Clarke Detroit Diesel Allison;BWXW;Clarke Detroit Diesel Allison;BWXV;Clarke Detroit Diesel Allison;;;28-Feb-08
BXBD;Clarke Div;BXBC;Clarke Div;BXBB;Clarke Div;;;28-Feb-08
BXBH;Clarke Dual Trac;BXBG;Clarke Dual Trac;BXBF;Clarke Dual Trac;;;28-Feb-08
BXBL;Clarke Industries;BXBK;Clarke Industries;BXBJ;Clarke Industries;;;28-Feb-08
BXBP;Classen;BXBN;Classen;BXBM;Classen;;;28-Feb-08
BXBV;Classic Tube;BXBT;Classic Tube;BXBS;Classic Tube;;;28-Feb-08
BXCB;Claude's Buggie;BXBX;Claude's Buggie;BXBW;Claude's Buggie;;;28-Feb-08
BXCF;Clausing Corp;BXCD;Clausing Corp;BXCC;Clausing Corp;;;28-Feb-08
BXCJ;Clay Equip;BXCH;Clay Equip;BXCG;Clay Equip;;;28-Feb-08
BXCM;Clayson;BXCL;Clayson;BXCK;Clayson;;;28-Feb-08
BXCQ;Clayton Brake;BXCP;Clayton Brake;BXCN;Clayton Brake;;;28-Feb-08
BXCT;Clayton Mfg;BXCS;Clayton Mfg;BXCR;Clayton Mfg;;;28-Feb-08
BXCX;CLC;BXCW;CLC;BXCV;CLC;;;28-Feb-08
BXDF;Clear Star;BXDD;Clear Star;BXDC;Clear Star;;;28-Feb-08
BXDJ;Clearing Machine;BXDH;Clearing Machine;BXDG;Clearing Machine;;;28-Feb-08
BXDM;Clearvue;BXDL;Clearvue;BXDK;Clearvue;;;28-Feb-08
BXDQ;Clearway;BXDP;Clearway;BXDN;Clearway;;;28-Feb-08
BXDT;Cleaver-Brooks;BXDS;Cleaver-Brooks;BXDR;Cleaver-Brooks;;;28-Feb-08
BXDX;Clensco;BXDW;Clensco;BXDV;Clensco;;;28-Feb-08
BXFD;Cletrac;BXFC;Cletrac;BXFB;Cletrac;;;28-Feb-08
BXFH;Cleveland;BXFG;Cleveland;BXFF;Cleveland;;;4-Dic-17
BXFL;Cleveland Diesel;BXFK;Cleveland Diesel;BXFJ;Cleveland Diesel;;;28-Feb-08
BXFP;Cleveland Gear;BXFN;Cleveland Gear;BXFM;Cleveland Gear;;;28-Feb-08
BXFS;Cleveland Motive Products;BXFR;Cleveland Motive Products;BXFQ;Cleveland Motive Products;;;28-Feb-08
BXFW;Cleveland Steel Products;BXFV;Cleveland Steel Products;BXFT;Cleveland Steel Products;;;28-Feb-08
BXGC;Cleveland Trencher;BXGB;Cleveland Trencher;BXFX;Cleveland Trencher;;;28-Feb-08
BXGG;Cleveland Works;BXGF;Cleveland Works;BXGD;Cleveland Works;;;28-Feb-08
BXGP;Clevite-Gould;BXGN;Clevite-Gould;BXGM;Clevite-Gould;;;28-Feb-08
BXGS;Climate Control;BXGR;Climate Control;BXGQ;Climate Control;;;28-Feb-08
BXGW;Climate Pro;DBTD;Vista Pro Automotive;CTHN;Vista Pro Automotive LLC;;;3-Ene-13
BXHC;Climatech;BXHB;Climatech;BXGX;Climatech;;;28-Feb-08
BXHG;Climax;BXHF;Climax;BXHD;Climax;;;28-Feb-08
BXHK;Climax Engr;BXHJ;Climax Engr;BXHH;Climax Engr;;;28-Feb-08
BXHN;Climax Waukesha;BXHM;Climax Waukesha;BXHL;Climax Waukesha;;;28-Feb-08
BXHR;Cling-Surface Co Inc;BXHQ;Cling-Surface Co Inc;BXHP;Cling-Surface Co Inc;;;28-Feb-08
BXHV;Clinton;BXHT;Clinton;BXHS;Clinton;;;28-Feb-08
BXJB;CLIPLIGHT;BXHX;Cliplight Manufacturing Co;BXHW;Cliplight Manufacturing Co;;;28-Feb-08
BXJF;Club Car;BXJD;Club Car;BXJC;Club Car;;;28-Feb-08
BXJJ;Clutch Hydraulics;BXJH;Clutch Hydraulics;BXJG;Clutch Hydraulics;;;28-Feb-08
BXJM;Clyde T Johnson Association;BXJL;Clyde T Johnson Association;BXJK;Clyde T Johnson Association;;;28-Feb-08
BXJQ;Clymer Shop Manuals;BXJP;Clymer Shop Manuals;BXJN;Clymer Shop Manuals;;;28-Feb-08
BXJT;CMI;BXJS;CMI;BXJR;CMI;;;28-Feb-08
BXJX;CMI Hydraulics;BXJW;CMI Hydraulics;BXJV;CMI Hydraulics;;;28-Feb-08
BXKD;CMI Road Equipment;BXKC;CMI Road Equipment;BXKB;CMI Road Equipment;;;28-Feb-08
BXKH;CML Innovative Technologies Inc;BXKG;CML Innovative Technologies Inc;BXKF;CML Innovative Technologies Inc;;;28-Feb-08
BXKL;CMNJ Sales;BXKK;CMNJ Sales;BXKJ;CMNJ Sales;;;28-Feb-08
BXKQ;CNH;BXKP;CNH;BXKN;CNH;;;28-Feb-08
BXKT;Coach Guard;BXKS;Coach Guard;BXKR;Coach Guard;;;28-Feb-08
BXKX;Coast Cutlery;BXKW;Coast Cutlery;BXKV;Coast Cutlery;;;28-Feb-08
BXLD;Coast To Coast;BXLC;Coast To Coast;BXLB;Coast To Coast;;;28-Feb-08
BXLG;Coastal;DQVR;Warren Oil Company LLC;DPQL;Warren Oil Company LLC;;;2-Dic-16
BXLK;Coates;BXLJ;Coates;BXLH;Coates;;;28-Feb-08
BXLN;Coats Tire Changers;BXLM;Coats Tire Changers;BXLL;Coats Tire Changers;;;28-Feb-08
BXLS;Cobbs;BXLR;Cobbs;BXLQ;Cobbs;;;28-Feb-08
BXLW;Cobbs Manufacturing;BXLV;Bell Automotive Products  Inc;BXLT;Bell Automotive Products  Inc;;;28-Feb-08
BXMC;Cobey Co;BXMB;Cobey Co;BXLX;Cobey Co;;;28-Feb-08
BXMK;Cobra Electronics;BXMJ;Cobra Electronics;BXMH;Cobra Electronics;;;28-Feb-08
BXMN;Coburn Optical;BXMM;Coburn Optical;BXML;Coburn Optical;;;28-Feb-08
BXMR;Coby Electronics;BXMQ;Coby Electronics;BXMP;Coby Electronics;;;28-Feb-08
BXMV;Cockshutt;BXMT;Cockshutt;BXMS;Cockshutt;;;28-Feb-08
BXNB;Code 3;BXMX;Code 3;BXMW;Code 3;;;28-Feb-08
BXNF;Codovan;BXND;Codovan;BXNC;Codovan;;;28-Feb-08
BXNJ;Cofam;BXNH;Cofam;BXNG;Cofam;;;28-Feb-08
BXNM;Cofle;BXNL;Cofle;BXNK;Cofle;;;28-Feb-08
BXNQ;Cofrisa (Spain);BXNP;Cofrisa (Spain);BXNN;Cofrisa (Spain);;;28-Feb-08
BXNT;Coilhouse Pnuematic;BXNS;Coilhouse Pnuematic;BXNR;Coilhouse Pnuematic;;;28-Feb-08
BXNX;Cola Perf;BXNW;Cola Perf;BXNV;Cola Perf;;;28-Feb-08
BXPF;Cold Heat;BXPD;Cold Heat;BXPC;Cold Heat;;;28-Feb-08
BXPJ;Coleman;BXPH;The Coleman Company Inc;BXPG;The Coleman Company Inc;;;28-Feb-08
BXPM;Coleman Electrical;BXPL;Coleman Electrical;BXPK;Coleman Electrical;;;28-Feb-08
BXPQ;Coleman Powermate;BXPP;Coleman Powermate;BXPN;Coleman Powermate;;;28-Feb-08
BXPT;Coles;BXPS;Coles;BXPR;Coles;;;28-Feb-08
BXPX;Coles Crane;BXPW;Coles Crane;BXPV;Coles Crane;;;28-Feb-08
BXQD;Colgate Palmolive;BXQC;Colgate Palmolive;BXQB;Colgate Palmolive;;;28-Feb-08
BXQH;Colonel's Bed Liners;BXQG;Colonel's Bed Liners;BXQF;Colonel's Bed Liners;;;28-Feb-08
BXQL;Colonial;BXQK;Colonial;BXQJ;Colonial;;;28-Feb-08
BXQP;Colonial Industries;BXQN;Colonial Industries;BXQM;Colonial Industries;;;28-Feb-08
BXQS;Colorado Crk;BXQR;Colorado Crk;BXQQ;Colorado Crk;;;28-Feb-08
BXQW;Colorite Compounds;BXQV;Tekni-Plex Inc;BXQT;Tekni-Plex Inc;;;28-Feb-08
BXRC;Colt Industries;BXRB;Colt Industries;BXQX;Colt Industries;;;28-Feb-08
BXRG;Colt Mfg;BXRF;Colt Mfg;BXRD;Colt Mfg;;;28-Feb-08
BXRK;Coltec Industries;BXRJ;Coltec Industries;BXRH;Coltec Industries;;;28-Feb-08
BXRN;Columbia Car Corp;BXRM;Columbia Car Corp;BXRL;Columbia Car Corp;;;28-Feb-08
BXRR;Columbia Mfg;BXRQ;Columbia Mfg;BXRP;Columbia Mfg;;;28-Feb-08
BXRV;Columbia ParCar;BXRT;Columbia ParCar Corp.;BXRS;A Nordic Group Company;;;28-Feb-08
BXSB;Columbian;BXRX;Columbian;BXRW;Columbian;;;28-Feb-08
BXSF;Columbus;BXSD;Columbus;BXSC;Columbus;;;28-Feb-08
BXSJ;Columbus Jack;BXSH;Columbus Jack;BXSG;Columbus Jack;;;28-Feb-08
BXSM;Comar Electrical;BXSL;Comar Electrical;BXSK;Comar Electrical;;;28-Feb-08
BXSQ;Comco Industrial;BXSP;Comco Industrial;BXSN;Comco Industrial;;;28-Feb-08
BXST;Comet Industries;BXSS;Comet Industries;BXSR;Comet Industries;;;28-Feb-08
BXSX;Comfornant Equipment;BXSW;Comfornant Equipment;BXSV;Comfornant Equipment;;;28-Feb-08
BXTD;Comfort Products;BXTC;Comfort Products;BXTB;Comfort Products;;;28-Feb-08
BXTJ;Command Automotive;BXTH;Command Automotive;BXTG;Command Automotive;;;28-Feb-08
BXTR;Commer Trucks;BXTQ;Commer Trucks;BXTP;Commer Trucks;;;28-Feb-08
BXTV;Commercial Filters;BXTT;Commercial Filters;BXTS;Commercial Filters;;;28-Feb-08
BXVB;Commercial Ignition;BXTX;Commercial Ignition;BXTW;Commercial Ignition;;;28-Feb-08
BXVF;Commercial Turf Products;BXVD;Commercial Turf Products;BXVC;Commercial Turf Products;;;28-Feb-08
BXVK;Comp Air;BXVJ;Comp Air;BXVH;Comp Air;;;28-Feb-08
BXVR;Comp Clutch;BXVQ;Comp Clutch;BXVP;Comp Clutch;;;28-Feb-08
BXWD;Complete;BXWC;Complete;BXWB;Complete;;;28-Feb-08
BXWH;Component Remanufacturing;BXWG;Component Remanufacturing;BXWF;Component Remanufacturing;;;28-Feb-08
BXWL;Compressor Works;BGDK;Standard Motor Products Inc;BGDK;Standard Motor Products Inc;;;17-Oct-16
BXWQ;Compucar Nos;BXWP;Compucar Nos;BXWN;Compucar Nos;;;28-Feb-08
BXWV;Comstock Creations;BXWT;Comstock Creations;BXWS;Comstock Creations;;;28-Feb-08
BXXB;ConFerr;BXWX;ConFerr;BXWW;ConFerr;;;28-Feb-08
BXXF;Con/ag;BXXD;Con/ag;BXXC;Con/ag;;;28-Feb-08
BXXJ;Con-air;BXXH;Con-air;BXXG;Con-air;;;28-Feb-08
BXXM;Conair Franklin;BXXL;Conair Franklin;BXXK;Conair Franklin;;;28-Feb-08
BXXR;CONDENSERS Inc;BXXQ;CONDENSERS Inc;BXXP;CONDENSERS Inc;;;28-Feb-08
BXXV;CON-MET;BXXT;CON-MET;BXXS;CON-MET;;;28-Feb-08
